gene	strand	aligned reads	num sites	locations
ENSMUSG00000037681	-	1	0	
ENSMUSG00000035278	-	16	1	80796098
ENSMUSG00000030609	+	1	0	
ENSMUSG00000028455	-	21	1	43028018
ENSMUSG00000006818	+	8	1	13015336
ENSMUSG00000019494	+	34	1	138163981
ENSMUSG00000068732	-	1	0	
ENSMUSG00000040187	+	1	0	
ENSMUSG00000080727	+	1	0	
ENSMUSG00000021178	+	38	1	100123365
ENSMUSG00000023886	+	17	2	14326126,14404768
ENSMUSG00000027613	-	177	1	155819836
ENSMUSG00000021939	+	11	3	63143135,63143156,63143051
ENSMUSG00000067577	+	4	1	10786036
ENSMUSG00000022820	-	10	1	37647602
ENSMUSG00000028648	-	3	1	123712709
ENSMUSG00000107460	-	1	0	
ENSMUSG00000035173	-	3	0	
ENSMUSG00000028563	-	21	1	98355369
ENSMUSG00000056749	-	8	1	52967208
ENSMUSG00000038622	+	24	1	52730433
ENSMUSG00000042810	+	1	0	
ENSMUSG00000037443	-	1	0	
ENSMUSG00000069733	+	1	0	
ENSMUSG00000040601	+	41	3	26475461,26475680,26476147
ENSMUSG00000027422	-	3	1	143985862
ENSMUSG00000058569	+	5	1	55597697
ENSMUSG00000032498	-	1	0	
ENSMUSG00000044378	-	3	0	
ENSMUSG00000107179	+	1	0	
ENSMUSG00000031021	-	5	1	109736574
ENSMUSG00000115262	+	1	0	
ENSMUSG00000107699	+	1	0	
ENSMUSG00000034023	+	2	0	
ENSMUSG00000042216	-	3	1	113265673
ENSMUSG00000024759	+	2	0	
ENSMUSG00000015289	-	1	0	
ENSMUSG00000110298	-	1	0	
ENSMUSG00000060376	-	4	1	25629945
ENSMUSG00000059108	-	7	1	141015700
ENSMUSG00000015714	+	3	1	95323570
ENSMUSG00000035572	+	2	0	
ENSMUSG00000054612	+	3	1	137128193
ENSMUSG00000039057	+	2	1	10634168
ENSMUSG00000037910	-	28	3	48605731,48605760,48605590
ENSMUSG00000032187	+	7	1	21703367
ENSMUSG00000052906	-	3	1	33621008
ENSMUSG00000037361	+	4	1	4827259
ENSMUSG00000029547	-	6	1	139751284
ENSMUSG00000042599	-	1	0	
ENSMUSG00000029686	+	58	3	47526067,47526136,47485176
ENSMUSG00000040428	+	2	1	45554229
ENSMUSG00000000278	-	36	1	88924019
ENSMUSG00000051890	+	1	0	
ENSMUSG00000071547	+	2	1	31139124
ENSMUSG00000000826	+	1	0	
ENSMUSG00000020528	-	30	2	61729653,61729777
ENSMUSG00000095687	-	377	1	8128593
ENSMUSG00000035916	-	1	0	
ENSMUSG00000028743	+	27	1	139318421
ENSMUSG00000020132	-	5	1	115290189
ENSMUSG00000030279	-	22	1	143010926
ENSMUSG00000022788	-	2	0	
ENSMUSG00000037351	-	3	1	36699201
ENSMUSG00000074063	+	5	1	119446256
ENSMUSG00000028633	-	19	4	120539867,120540148,120540465,120540528
ENSMUSG00000066306	+	6	1	102014959
ENSMUSG00000001445	+	3	0	
ENSMUSG00000087433	-	2	1	151540721
ENSMUSG00000019916	+	4	1	59371961
ENSMUSG00000036678	-	16	1	102338255
ENSMUSG00000001909	+	6	1	84699787
ENSMUSG00000019943	+	3	0	
ENSMUSG00000068479	-	1	0	
ENSMUSG00000032221	+	1	0	
ENSMUSG00000112398	+	1	0	
ENSMUSG00000057716	+	1	0	
ENSMUSG00000043811	+	1	0	
ENSMUSG00000020865	-	2	1	94343299
ENSMUSG00000051517	-	12	1	43496141
ENSMUSG00000027134	+	14	1	112247111
ENSMUSG00000003872	-	6	1	45367890
ENSMUSG00000040688	-	10	1	24700650
ENSMUSG00000061689	+	48	3	156762960,156763125,156764363
ENSMUSG00000096793	+	1	0	
ENSMUSG00000018363	-	1	0	
ENSMUSG00000005370	+	28	1	87990889
ENSMUSG00000036503	+	1	0	
ENSMUSG00000051768	+	28	1	24573436
ENSMUSG00000078865	-	6	1	177570181
ENSMUSG00000025090	+	2	1	58527747
ENSMUSG00000099474	-	3	1	30622450
ENSMUSG00000040365	-	2	1	48806405
ENSMUSG00000034818	-	1	0	
ENSMUSG00000041671	+	1	0	
ENSMUSG00000055612	+	1	0	
ENSMUSG00000032841	-	3	1	101716247
ENSMUSG00000030450	+	2	1	56536516
ENSMUSG00000031220	-	1	0	
ENSMUSG00000021326	+	17	1	21192864
ENSMUSG00000031429	-	10	2	140948424,140948939
ENSMUSG00000056234	+	1	0	
ENSMUSG00000032342	+	1	0	
ENSMUSG00000017119	+	3	1	101581946
ENSMUSG00000024712	+	5	1	17401337
ENSMUSG00000011148	+	1	0	
ENSMUSG00000038429	-	12	1	124815018
ENSMUSG00000029125	+	7	1	38136819
ENSMUSG00000024683	+	6	1	11774793
ENSMUSG00000020850	+	30	1	75509447
ENSMUSG00000028744	-	1	0	
ENSMUSG00000005615	+	1	0	
ENSMUSG00000002205	+	5	1	44777515
ENSMUSG00000020441	+	7	1	59210739
ENSMUSG00000022024	+	49	2	79628977,79629068
ENSMUSG00000018509	-	12	1	62524948
ENSMUSG00000020163	-	25	1	80402996
ENSMUSG00000048997	-	4	1	108202221
ENSMUSG00000020329	-	12	2	79736126,79736170
ENSMUSG00000030269	+	29	1	113281198
ENSMUSG00000033434	-	1	0	
ENSMUSG00000021044	+	3	1	88461726
ENSMUSG00000028850	+	2	1	133584239
ENSMUSG00000020888	+	4	1	70010111
ENSMUSG00000005718	-	3	1	4544664
ENSMUSG00000068523	+	6	1	146505546
ENSMUSG00000018999	-	1	0	
ENSMUSG00000028964	-	15	1	150897132
ENSMUSG00000021456	-	3	0	
ENSMUSG00000036427	-	27	2	34202158,34202132
ENSMUSG00000018189	+	2	1	143806934
ENSMUSG00000074342	-	1	0	
ENSMUSG00000071708	-	31	2	157445649,157445695
ENSMUSG00000032803	-	2	0	
ENSMUSG00000046500	-	1	0	
ENSMUSG00000024369	+	13	2	34856257,34856372
ENSMUSG00000033751	+	186	1	84834464
ENSMUSG00000028970	+	5	1	8866315
ENSMUSG00000024947	+	5	1	6340889
ENSMUSG00000041966	+	1	0	
ENSMUSG00000026117	+	2	1	36782816
ENSMUSG00000020225	+	7	1	120224912
ENSMUSG00000023345	+	21	1	106349877
ENSMUSG00000001157	-	3	1	86691767
ENSMUSG00000021279	-	13	1	111292975
ENSMUSG00000030867	+	50	2	122169875,122169843
ENSMUSG00000097744	+	1	0	
ENSMUSG00000032077	+	11	1	46298783
ENSMUSG00000027942	+	1	0	
ENSMUSG00000026153	-	2	0	
ENSMUSG00000029504	+	6	1	110658198
ENSMUSG00000078784	-	6	1	14606288
ENSMUSG00000028969	-	14	1	24419184
ENSMUSG00000030067	-	2	0	
ENSMUSG00000030887	-	1	0	
ENSMUSG00000022420	-	18	1	79761452
ENSMUSG00000024782	-	1	0	
ENSMUSG00000114350	+	1	0	
ENSMUSG00000033196	+	5	1	67197514
ENSMUSG00000040651	+	2	0	
ENSMUSG00000103998	+	1	0	
ENSMUSG00000040363	-	3	1	12134453
ENSMUSG00000004071	-	4	0	
ENSMUSG00000013593	-	16	1	171234857
ENSMUSG00000021639	-	14	2	100468693,100468803
ENSMUSG00000086561	-	1	0	
ENSMUSG00000032076	+	3	0	
ENSMUSG00000020412	+	2	1	4683379
ENSMUSG00000042632	-	3	1	79286227
ENSMUSG00000037805	+	1	0	
ENSMUSG00000055717	+	38	2	103704907,103704802
ENSMUSG00000048109	-	1	0	
ENSMUSG00000053317	+	32	1	47483234
ENSMUSG00000036438	-	49	1	87433416
ENSMUSG00000068250	-	12	1	149157582
ENSMUSG00000031703	-	6	2	85718538,85718705
ENSMUSG00000061286	+	13	1	25668024
ENSMUSG00000054102	+	22	1	26574150
ENSMUSG00000006289	-	1	0	
ENSMUSG00000029687	-	69	1	47530280
ENSMUSG00000041846	-	1	0	
ENSMUSG00000003436	-	3	1	28293714
ENSMUSG00000027387	-	6	1	128926269
ENSMUSG00000031938	-	1	0	
ENSMUSG00000018500	+	2	0	
ENSMUSG00000028032	+	2	1	131643671
ENSMUSG00000048027	-	5	1	15806820
ENSMUSG00000000355	+	1	0	
ENSMUSG00000034254	+	4	1	34613418
ENSMUSG00000060743	-	78	3	180802564,180802720,180802773
ENSMUSG00000031066	+	2	0	
ENSMUSG00000102785	+	1	0	
ENSMUSG00000081044	+	14	1	93975470
ENSMUSG00000028165	-	11	3	135408463,135408235,135407852
ENSMUSG00000041961	-	1	0	
ENSMUSG00000022516	+	2	1	4941021
ENSMUSG00000069170	-	2	1	81095067
ENSMUSG00000035232	-	4	1	93764623
ENSMUSG00000001847	-	33	3	143506758,143505480,143506844
ENSMUSG00000030424	+	4	1	39477414
ENSMUSG00000032178	+	8	1	21405359
ENSMUSG00000040936	-	4	1	121156812
ENSMUSG00000006169	+	3	1	45910625
ENSMUSG00000027379	-	13	1	127801124
ENSMUSG00000033543	+	6	1	70022738
ENSMUSG00000054836	+	1	0	
ENSMUSG00000087056	-	24	1	125124355
ENSMUSG00000079741	+	9	2	124354157,124354486
ENSMUSG00000017802	-	2	1	101096524
ENSMUSG00000021384	-	21	2	49230828,49230688
ENSMUSG00000039018	+	7	1	140150615
ENSMUSG00000020109	+	1	0	
ENSMUSG00000050310	+	2	0	
ENSMUSG00000022533	-	1	0	
ENSMUSG00000052302	-	1	0	
ENSMUSG00000077618	-	1	0	
ENSMUSG00000035246	+	2	1	93747605
ENSMUSG00000051351	+	1	0	
ENSMUSG00000054717	+	37	1	57514489
ENSMUSG00000030471	+	2	1	48827440
ENSMUSG00000024875	+	9	1	5092505
ENSMUSG00000114206	-	1	0	
ENSMUSG00000044600	-	8	2	72566944,72567485
ENSMUSG00000039202	+	2	1	79360404
ENSMUSG00000026309	-	3	1	91375830
ENSMUSG00000027323	+	13	1	119135724
ENSMUSG00000041975	-	1	0	
ENSMUSG00000097290	+	5	2	21809040,21809020
ENSMUSG00000034973	+	7	1	86554626
ENSMUSG00000030851	+	5	1	46877992
ENSMUSG00000017686	+	14	2	80266812,80266765
ENSMUSG00000069796	+	7	1	82634781
ENSMUSG00000047953	-	1	0	
ENSMUSG00000028405	+	5	1	40198338
ENSMUSG00000078812	-	50	1	69916719
ENSMUSG00000037979	-	11	1	124834984
ENSMUSG00000006395	+	1	0	
ENSMUSG00000068744	+	20	2	108388169,108387894
ENSMUSG00000027742	-	2	1	52982124
ENSMUSG00000049339	+	1	0	
ENSMUSG00000024940	+	4	1	5758521
ENSMUSG00000060679	+	5	1	42905683
ENSMUSG00000019518	+	1	0	
ENSMUSG00000024346	-	33	1	36404082
ENSMUSG00000029328	-	11	1	100034720
ENSMUSG00000023015	-	12	2	99620495,99621275
ENSMUSG00000034724	-	7	1	96075135
ENSMUSG00000021054	-	1	0	
ENSMUSG00000074521	+	1	0	
ENSMUSG00000020952	+	9	1	51450102
ENSMUSG00000028614	+	7	1	107414339
ENSMUSG00000033107	+	3	1	20983596
ENSMUSG00000041629	-	38	3	113662906,113663177,113663200
ENSMUSG00000029684	-	3	0	
ENSMUSG00000045466	+	1	0	
ENSMUSG00000033760	+	2	0	
ENSMUSG00000063935	-	383	2	72577113,72577166
ENSMUSG00000045594	+	2	1	114474377
ENSMUSG00000002014	+	1	0	
ENSMUSG00000035048	+	2	1	102634239
ENSMUSG00000008668	-	1	0	
ENSMUSG00000003382	+	1	0	
ENSMUSG00000059430	-	1	0	
ENSMUSG00000035601	+	6	2	45315489,45315438
ENSMUSG00000026657	+	1	0	
ENSMUSG00000050812	-	33	1	58800029
ENSMUSG00000092284	+	20	1	35953317
ENSMUSG00000026933	-	4	1	25929167
ENSMUSG00000021361	+	8	1	41022580
ENSMUSG00000030347	+	3	1	126975620
ENSMUSG00000061533	-	1	0	
ENSMUSG00000034951	-	1	0	
ENSMUSG00000025162	-	2	0	
ENSMUSG00000040795	-	3	1	129618098
ENSMUSG00000044813	-	8	1	45423277
ENSMUSG00000029070	+	4	2	155843621,155844092
ENSMUSG00000052712	+	8	1	29301525
ENSMUSG00000028680	-	1	0	
ENSMUSG00000042032	-	45	2	40679313,40679940
ENSMUSG00000028857	-	4	1	133266044
ENSMUSG00000038949	+	3	0	
ENSMUSG00000025521	+	1	0	
ENSMUSG00000021975	+	14	1	65039832
ENSMUSG00000026034	-	29	2	58411995,58412060
ENSMUSG00000062590	+	5	1	86257626
ENSMUSG00000028998	-	27	1	23839651
ENSMUSG00000034566	-	18	1	115415695
ENSMUSG00000063681	-	1	0	
ENSMUSG00000022432	-	4	1	85064688
ENSMUSG00000031109	-	1	0	
ENSMUSG00000066191	-	1	0	
ENSMUSG00000101640	+	1	0	
ENSMUSG00000039883	+	12	1	21575911
ENSMUSG00000105674	-	2	0	
ENSMUSG00000040479	-	3	1	91932827
ENSMUSG00000019790	-	4	0	
ENSMUSG00000036893	-	3	1	24790772
ENSMUSG00000026159	+	8	2	82895673,82896379
ENSMUSG00000059674	-	2	1	54631230
ENSMUSG00000038271	+	2	1	125161780
ENSMUSG00000037572	-	1	0	
ENSMUSG00000037664	-	1	0	
ENSMUSG00000087259	-	1	0	
ENSMUSG00000048445	-	1	0	
ENSMUSG00000097039	+	1	0	
ENSMUSG00000032103	+	3	1	35567143
ENSMUSG00000030835	+	3	1	46084208
ENSMUSG00000053528	+	6	2	83179372,83179430
ENSMUSG00000048222	-	11	3	121460958,121461659,121461158
ENSMUSG00000014294	-	122	2	36742460,36742345
ENSMUSG00000073468	+	8	1	8327442
ENSMUSG00000003778	-	1	0	
ENSMUSG00000038252	-	2	1	125168006
ENSMUSG00000091896	+	17	2	35806437,35807164
ENSMUSG00000079163	-	1	0	
ENSMUSG00000041774	+	2	1	17148844
ENSMUSG00000019173	-	2	1	100715265
ENSMUSG00000019820	-	4	1	12845897
ENSMUSG00000028542	+	17	1	117869305
ENSMUSG00000059890	-	2	0	
ENSMUSG00000028333	+	37	2	46472523,46472657
ENSMUSG00000026723	-	2	0	
ENSMUSG00000034265	+	3	1	5753809
ENSMUSG00000020893	+	2	1	69109960
ENSMUSG00000043923	-	10	1	44410158
ENSMUSG00000021611	+	1	0	
ENSMUSG00000001739	+	3	1	136975842
ENSMUSG00000000739	-	5	1	123142846
ENSMUSG00000024777	-	2	1	6227764
ENSMUSG00000026211	-	1	0	
ENSMUSG00000062604	-	4	1	23506139
ENSMUSG00000022723	-	5	1	59493133
ENSMUSG00000053333	+	2	0	
ENSMUSG00000025962	+	4	1	63752466
ENSMUSG00000091993	-	1	0	
ENSMUSG00000083352	+	1	0	
ENSMUSG00000038459	-	1	0	
ENSMUSG00000027534	-	5	1	10418145
ENSMUSG00000021650	-	2	1	99319646
ENSMUSG00000025555	+	2	1	121283744
ENSMUSG00000032965	+	3	1	49764122
ENSMUSG00000020295	+	1	0	
ENSMUSG00000024835	+	8	1	4154031
ENSMUSG00000048118	+	3	1	71098586
ENSMUSG00000011658	+	1	0	
ENSMUSG00000021262	+	5	1	108688516
ENSMUSG00000071669	+	3	1	11674523
ENSMUSG00000023074	-	11	1	53344597
ENSMUSG00000003190	-	3	1	44991221
ENSMUSG00000030763	+	5	1	123430344
ENSMUSG00000042272	-	2	1	77186074
ENSMUSG00000041782	+	1	0	
ENSMUSG00000021707	+	7	1	92384878
ENSMUSG00000008683	-	36	2	118109063,118109042
ENSMUSG00000024590	+	2	0	
ENSMUSG00000021621	-	1	0	
ENSMUSG00000034484	+	6	2	53220835,53220865
ENSMUSG00000018428	-	9	2	88830791,88830902
ENSMUSG00000062580	-	73	5	135301545,135301679,135301638,135301619,135301731
ENSMUSG00000042359	+	1	0	
ENSMUSG00000029815	+	15	1	49084705
ENSMUSG00000026401	-	1	0	
ENSMUSG00000020189	+	8	2	111293223,111293325
ENSMUSG00000027806	+	1	0	
ENSMUSG00000053510	+	6	2	109061152,109061476
ENSMUSG00000019774	-	1	0	
ENSMUSG00000042485	+	1	0	
ENSMUSG00000039148	-	39	1	5380059
ENSMUSG00000020844	-	2	0	
ENSMUSG00000031029	+	19	1	108941691
ENSMUSG00000016018	-	10	1	112867771
ENSMUSG00000038020	+	1	0	
ENSMUSG00000006463	+	3	1	4885395
ENSMUSG00000028771	-	1	0	
ENSMUSG00000029028	+	7	1	154021513
ENSMUSG00000032258	-	1	0	
ENSMUSG00000020792	-	3	1	116289108
ENSMUSG00000020642	-	2	0	
ENSMUSG00000026740	-	2	0	
ENSMUSG00000110093	-	3	1	48906112
ENSMUSG00000005362	-	4	0	
ENSMUSG00000024660	-	14	2	9872401,9872341
ENSMUSG00000057836	-	8	1	73086292
ENSMUSG00000025130	-	8	1	120560302
ENSMUSG00000031353	+	215	1	162778795
ENSMUSG00000028842	-	3	0	
ENSMUSG00000028173	+	1	0	
ENSMUSG00000037993	-	1	0	
ENSMUSG00000025898	+	1	0	
ENSMUSG00000079111	+	12	2	143421904,143421107
ENSMUSG00000022131	+	12	1	118163261
ENSMUSG00000020671	-	8	2	3249700,3249425
ENSMUSG00000026739	+	7	2	18686628,18685943
ENSMUSG00000022808	+	4	2	33299562,33299705
ENSMUSG00000055943	+	7	1	112467437
ENSMUSG00000020571	+	4	1	17284361
ENSMUSG00000039263	+	1	0	
ENSMUSG00000068749	+	10	1	108279974
ENSMUSG00000022696	-	1	0	
ENSMUSG00000025269	-	1	0	
ENSMUSG00000020328	+	2	0	
ENSMUSG00000022205	-	194	3	11983974,11984057,11984013
ENSMUSG00000055540	-	2	0	
ENSMUSG00000003534	-	2	1	35681572
ENSMUSG00000017386	-	9	1	78159404
ENSMUSG00000029623	-	9	1	145129653
ENSMUSG00000043987	-	4	1	45766941
ENSMUSG00000021598	+	29	1	69816100
ENSMUSG00000026411	+	3	1	136035028
ENSMUSG00000026709	-	1	0	
ENSMUSG00000028496	-	6	1	87773881
ENSMUSG00000014418	-	2	1	46760471
ENSMUSG00000030650	+	4	1	118675078
ENSMUSG00000032599	+	9	1	108806333
ENSMUSG00000025580	-	67	1	119288362
ENSMUSG00000030846	-	7	1	128442279
ENSMUSG00000097092	+	1	0	
ENSMUSG00000042626	+	4	1	89430015
ENSMUSG00000028273	-	1	0	
ENSMUSG00000026790	+	12	1	29922539
ENSMUSG00000020415	-	95	2	43420269,43420247
ENSMUSG00000031667	-	4	2	91123887,91124464
ENSMUSG00000018865	-	1	0	
ENSMUSG00000025290	+	13	1	24495859
ENSMUSG00000024208	-	53	1	27122667
ENSMUSG00000027864	-	1	0	
ENSMUSG00000006276	-	11	1	72340994
ENSMUSG00000055148	+	1	0	
ENSMUSG00000020183	+	2	0	
ENSMUSG00000023505	+	11	2	124833278,124833303
ENSMUSG00000010406	+	12	1	54429749
ENSMUSG00000031168	-	2	0	
ENSMUSG00000077277	+	1	0	
ENSMUSG00000060860	-	6	1	4808013
ENSMUSG00000070719	-	5	1	120265874
ENSMUSG00000035506	+	13	1	33663408
ENSMUSG00000086031	+	1	0	
ENSMUSG00000046185	+	1	0	
ENSMUSG00000024219	+	2	1	28062599
ENSMUSG00000029338	-	1	0	
ENSMUSG00000023051	+	9	2	102523606,102523676
ENSMUSG00000020346	+	1	0	
ENSMUSG00000021991	-	1	0	
ENSMUSG00000036528	+	7	2	107744889,107747922
ENSMUSG00000033799	-	7	1	3566034
ENSMUSG00000026965	+	14	2	25285604,25285916
ENSMUSG00000039756	+	23	1	122285267
ENSMUSG00000070605	+	1	0	
ENSMUSG00000071470	-	3	1	50789254
ENSMUSG00000034910	+	1	0	
ENSMUSG00000109234	+	5	2	18761599,18760530
ENSMUSG00000021095	-	2	1	104471219
ENSMUSG00000034171	-	1	0	
ENSMUSG00000021221	-	7	1	83269312
ENSMUSG00000101342	-	10	2	37120463,37120040
ENSMUSG00000039531	-	9	1	33919147
ENSMUSG00000071660	-	3	1	8811294
ENSMUSG00000024527	-	6	1	67404765
ENSMUSG00000026618	-	1	0	
ENSMUSG00000037306	-	1	0	
ENSMUSG00000030603	-	39	1	28041706
ENSMUSG00000035919	+	1	0	
ENSMUSG00000062110	-	5	2	74515160,74206093
ENSMUSG00000057531	-	1	0	
ENSMUSG00000113321	+	4	1	73808388
ENSMUSG00000042099	+	1	0	
ENSMUSG00000026270	+	2	0	
ENSMUSG00000075229	+	27	1	36092111
ENSMUSG00000034042	+	2	0	
ENSMUSG00000070323	+	1	0	
ENSMUSG00000033909	-	1	0	
ENSMUSG00000040935	-	92	1	140727357
ENSMUSG00000043702	-	1	0	
ENSMUSG00000021244	+	1	0	
ENSMUSG00000034300	+	1	0	
ENSMUSG00000020228	-	1	0	
ENSMUSG00000061136	-	5	1	53139162
ENSMUSG00000018567	+	1	0	
ENSMUSG00000003135	+	31	2	39545382,39545402
ENSMUSG00000053062	+	1	0	
ENSMUSG00000112639	+	1	0	
ENSMUSG00000007415	-	3	0	
ENSMUSG00000059669	+	4	1	24558539
ENSMUSG00000101337	+	6	1	46491654
ENSMUSG00000046991	-	6	1	14939311
ENSMUSG00000031757	+	1	0	
ENSMUSG00000020171	-	15	2	117215140,117215216
ENSMUSG00000050050	-	4	0	
ENSMUSG00000073889	+	1	0	
ENSMUSG00000031910	+	2	0	
ENSMUSG00000026235	-	8	1	77369145
ENSMUSG00000032489	+	3	1	110525172
ENSMUSG00000018259	+	1	0	
ENSMUSG00000029669	-	1	0	
ENSMUSG00000086454	+	6	1	104571431
ENSMUSG00000031171	-	4	1	8240419
ENSMUSG00000056737	+	1	0	
ENSMUSG00000022574	-	1	0	
ENSMUSG00000001521	-	1	0	
ENSMUSG00000089872	-	1	0	
ENSMUSG00000033237	+	2	0	
ENSMUSG00000030849	-	5	1	130241027
ENSMUSG00000036432	-	30	3	58675808,58674952,58675778
ENSMUSG00000033105	+	2	1	76553937
ENSMUSG00000015217	+	1	0	
ENSMUSG00000047227	+	10	1	64924592
ENSMUSG00000040652	+	4	1	65690297
ENSMUSG00000025008	-	1	0	
ENSMUSG00000049950	-	2	1	3328947
ENSMUSG00000019505	+	299	1	62553211
ENSMUSG00000059263	+	1	0	
ENSMUSG00000021725	-	1	0	
ENSMUSG00000038080	+	5	1	47084597
ENSMUSG00000021111	+	13	2	105809709,105811412
ENSMUSG00000028139	-	1	0	
ENSMUSG00000044477	+	7	1	30208409
ENSMUSG00000090509	+	4	1	35650572
ENSMUSG00000079614	+	8	1	67793599
ENSMUSG00000048076	-	32	1	59211413
ENSMUSG00000026339	+	3	1	121501593
ENSMUSG00000030889	+	2	1	120805541
ENSMUSG00000059851	+	1	0	
ENSMUSG00000054405	+	21	1	132553737
ENSMUSG00000031299	-	4	1	160123640
ENSMUSG00000025917	-	21	1	10024829
ENSMUSG00000096742	+	7	1	95026554
ENSMUSG00000054604	+	6	1	64856140
ENSMUSG00000038619	+	1	0	
ENSMUSG00000032462	-	1	0	
ENSMUSG00000040481	-	11	1	107034936
ENSMUSG00000087086	-	1	0	
ENSMUSG00000022940	-	7	1	94364458
ENSMUSG00000020455	+	11	1	58991458
ENSMUSG00000003039	+	16	2	72223023,72222396
ENSMUSG00000039530	+	31	2	39165114,39165297
ENSMUSG00000027810	+	2	1	58557500
ENSMUSG00000031840	+	4	1	70758608
ENSMUSG00000023909	-	4	1	23736725
ENSMUSG00000044018	-	3	1	49513969
ENSMUSG00000032217	-	2	0	
ENSMUSG00000054099	+	1	0	
ENSMUSG00000040389	+	4	1	108645719
ENSMUSG00000031441	+	4	1	12862205
ENSMUSG00000031865	+	3	1	83200117
ENSMUSG00000019888	+	1	0	
ENSMUSG00000106164	+	1	0	
ENSMUSG00000030614	-	1	0	
ENSMUSG00000041926	-	3	1	135262711
ENSMUSG00000034573	+	3	1	103598352
ENSMUSG00000038816	-	2	0	
ENSMUSG00000024854	+	2	1	4233632
ENSMUSG00000053329	-	14	1	78162065
ENSMUSG00000038007	+	1	0	
ENSMUSG00000040648	-	1	0	
ENSMUSG00000111713	-	7	1	83065742
ENSMUSG00000026491	-	2	1	179746090
ENSMUSG00000021796	-	2	0	
ENSMUSG00000028944	-	3	1	24868754
ENSMUSG00000041757	+	1	0	
ENSMUSG00000026032	+	8	1	58595923
ENSMUSG00000034858	+	7	1	75032085
ENSMUSG00000018651	-	6	1	84078919
ENSMUSG00000097256	+	1	0	
ENSMUSG00000107488	+	2	1	50910734
ENSMUSG00000027985	+	6	1	131224322
ENSMUSG00000021759	+	3	1	112867885
ENSMUSG00000027286	-	6	1	120604237
ENSMUSG00000070544	+	9	1	160722764
ENSMUSG00000044294	-	4	1	101525025
ENSMUSG00000027454	+	12	1	150931267
ENSMUSG00000104102	+	5	1	8632458
ENSMUSG00000045036	-	5	1	65256003
ENSMUSG00000025280	-	22	1	24448693
ENSMUSG00000096225	-	20	2	154306292,154321532
ENSMUSG00000051920	-	2	0	
ENSMUSG00000069089	-	19	2	100703311,100703290
ENSMUSG00000025144	-	39	2	120710941,120711056
ENSMUSG00000046610	+	1	0	
ENSMUSG00000032065	-	9	3	50556814,50556977,50556924
ENSMUSG00000005983	-	1	0	
ENSMUSG00000032551	-	8	2	122947640,122947536
ENSMUSG00000027573	+	5	1	180718492
ENSMUSG00000046337	-	1	0	
ENSMUSG00000036698	-	16	1	73134500
ENSMUSG00000036339	+	1	0	
ENSMUSG00000059810	+	4	1	62703019
ENSMUSG00000037224	-	2	0	
ENSMUSG00000111828	-	6	1	120490702
ENSMUSG00000078442	-	7	1	78746923
ENSMUSG00000043943	-	2	0	
ENSMUSG00000040482	+	8	1	34839181
ENSMUSG00000026692	-	1	0	
ENSMUSG00000021901	+	4	1	31259930
ENSMUSG00000021969	-	7	1	57836106
ENSMUSG00000022231	+	1	0	
ENSMUSG00000029017	+	8	1	21757148
ENSMUSG00000025971	+	2	1	57415905
ENSMUSG00000024786	+	1	0	
ENSMUSG00000072582	+	11	1	86690190
ENSMUSG00000034591	-	1	0	
ENSMUSG00000003072	+	17	1	80145813
ENSMUSG00000034312	-	2	0	
ENSMUSG00000031422	-	3	1	136732941
ENSMUSG00000014850	-	10	1	92211885
ENSMUSG00000046694	+	19	1	133487938
ENSMUSG00000020376	+	1	0	
ENSMUSG00000108072	+	1	0	
ENSMUSG00000032403	-	2	1	63394446
ENSMUSG00000069539	-	1	0	
ENSMUSG00000072574	-	1	0	
ENSMUSG00000040562	-	1	0	
ENSMUSG00000073394	+	1	0	
ENSMUSG00000039050	+	4	2	180162456,180162679
ENSMUSG00000026592	-	1	0	
ENSMUSG00000037262	+	2	1	10092699
ENSMUSG00000042558	-	2	1	126316051
ENSMUSG00000003070	+	1	0	
ENSMUSG00000030528	-	5	1	80455090
ENSMUSG00000029148	+	17	1	31251563
ENSMUSG00000005621	+	13	2	81041945,81042719
ENSMUSG00000036825	+	3	1	146440139
ENSMUSG00000028629	-	4	1	120921197
ENSMUSG00000059183	+	3	1	65452417
ENSMUSG00000029169	-	2	1	52150213
ENSMUSG00000025607	-	1	0	
ENSMUSG00000024767	-	70	2	7198845,7198209
ENSMUSG00000040188	+	2	1	57588795
ENSMUSG00000041354	+	12	1	33937687
ENSMUSG00000038372	-	2	1	32157537
ENSMUSG00000037720	+	11	1	67286529
ENSMUSG00000020380	-	6	1	53649528
ENSMUSG00000019370	-	1	0	
ENSMUSG00000035851	+	4	1	86836659
ENSMUSG00000041571	-	69	1	15917212
ENSMUSG00000044681	-	1	0	
ENSMUSG00000019817	+	15	1	13084708
ENSMUSG00000021767	+	1	0	
ENSMUSG00000030222	-	2	1	137054827
ENSMUSG00000054106	+	1	0	
ENSMUSG00000035342	+	3	0	
ENSMUSG00000019932	+	1	0	
ENSMUSG00000030327	+	1	0	
ENSMUSG00000018914	-	1	0	
ENSMUSG00000072753	+	2	0	
ENSMUSG00000054312	-	12	1	95862651
ENSMUSG00000025041	-	15	1	46888657
ENSMUSG00000059409	-	6	2	46682990,46683669
ENSMUSG00000034190	-	3	1	69716999
ENSMUSG00000031813	+	6	1	71548026
ENSMUSG00000018727	-	257	1	113698170
ENSMUSG00000016308	+	21	2	36883243,36884221
